Country Code,IMF Country Code,Country,Indicator Type,Series Name,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,,Note
KNA,361,St. Kitts and Nevis,Inflation,Food Consumer Price Inflation,18.3,1.3,17.0,17.0,31.0,8.9,12.0,21.2,17.7,11.0,14.2,11.0,3.7,2.2,2.9,-0.3,0.1,0.6,0.0,5.0,2.5,5.7,4.7,2.4,3.5,1.1,3.8,9.3,3.9,1.1,2.4,1.8,1.1,1.8,2.6,3.5,7.9,5.6,8.0,2.7,2.4,9.4,2.5,2.1,0.0,-10.7,-6.1,-0.1,2.4,1.9,1.3,0.2,10.0,,Food and non-acoholic beverage
KOR,542,"Korea, Rep.",Inflation,Food Consumer Price Inflation,18.5,18.5,13.4,2.7,27.5,31.8,17.9,11.6,16.3,14.0,26.6,27.5,2.4,1.5,1.4,3.7,2.2,3.1,10.6,6.2,9.9,11.0,5.3,3.0,10.2,3.0,3.0,4.0,10.1,4.5,0.8,5.1,4.8,4.7,8.1,3.1,0.5,2.5,5.0,7.6,6.4,8.1,4.0,0.9,0.3,1.6,2.3,3.4,2.8,0.0,4.4,5.9,5.9,,Food and non-acoholic beverage
KWT,443,Kuwait,Inflation,Food Consumer Price Inflation,15.3,15.3,15.3,15.3,17.9,13.1,6.5,7.1,3.4,5.0,6.4,2.4,7.0,2.6,-0.2,-0.2,0.3,-1.9,0.3,3.9,12.3,10.2,-2.5,-4.5,1.7,2.1,5.8,0.7,0.2,4.6,0.8,0.6,0.7,5.4,3.2,8.5,3.9,4.7,11.7,3.2,8.4,7.5,4.8,4.0,2.9,3.4,1.7,0.2,0.1,1.1,4.9,9.5,6.9,,Food and non-acoholic beverage
LAO,544,Lao PDR,Inflation,Food Consumer Price Inflation,-6.9,0.6,35.0,40.4,52.1,87.9,,,,,,,,,,,,,,64.0,30.4,10.8,11.7,-3.8,2.8,22.4,13.4,25.3,92.9,118.9,,6.6,9.7,15.2,10.4,7.7,,8.1,10.9,1.9,7.7,10.3,5.6,12.6,6.9,4.6,4.3,-0.1,1.2,4.7,9.1,3.0,18.8,,Food and non-acoholic beverage
LBN,446,Lebanon,Inflation,Food Consumer Price Inflation,-0.4,2.6,8.7,9.7,16.6,4.0,,,,,,,,,,,,478.4,134.1,45.7,57.1,42.8,80.4,17.0,7.5,7.9,8.5,-0.6,,,,,,,,,,,12.3,3.7,3.1,6.4,5.9,2.6,3.6,-1.1,-1.2,3.7,5.2,4.1,254.0,310.7,276.1,,Food and non-acoholic beverage
LBR,668,Liberia,Inflation,Food Consumer Price Inflation,1.2,-9.2,0.0,30.2,26.4,15.4,-0.6,9.9,11.3,11.6,9.3,4.1,4.3,2.7,1.7,-3.7,-1.3,0.2,19.2,9.6,13.8,,,,,,,,,,,,,,,,16.6,18.7,25.0,2.6,7.2,11.4,10.3,10.3,9.1,10.1,7.9,6.5,20.9,28.9,,,,,Food and non-acoholic beverage
LBY,672,Libya,Inflation,Food Consumer Price Inflation,,,-8.7,-8.7,7.0,7.2,12.7,12.2,11.7,27.9,,,,13.3,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.8,35.1,,,,,,,Food and non-acoholic beverage
LCA,362,St. Lucia,Inflation,Food Consumer Price Inflation,9.5,11.8,8.8,18.5,40.5,17.1,10.0,8.1,10.7,9.4,17.4,2.8,19.2,0.4,0.1,-1.4,3.3,11.3,-1.1,4.1,4.7,8.9,5.0,-0.6,4.9,7.6,-0.4,-2.6,4.2,2.9,1.2,3.2,-1.2,2.1,0.8,7.1,3.3,6.4,7.9,3.1,-0.2,2.7,6.5,5.1,2.1,0.2,-3.2,-1.5,3.7,2.2,-2.2,-0.1,5.1,,Food and non-acoholic beverage
LKA,524,Sri Lanka,Inflation,Food Consumer Price Inflation,6.8,1.8,6.0,12.7,14.1,7.7,-1.1,0.6,16.8,10.9,29.0,17.6,12.7,12.4,18.1,0.1,7.2,8.7,15.1,10.3,23.3,11.9,11.9,11.2,8.9,6.9,19.2,10.9,10.9,4.0,4.5,15.2,10.6,5.8,7.8,12.1,13.2,18.2,30.5,2.8,6.8,,,,13.8,5.2,3.1,11.3,-0.2,0.7,12.2,11.2,60.2,,Food and non-acoholic beverage
LSO,666,Lesotho,Inflation,Food Consumer Price Inflation,15.2,15.2,15.2,15.2,15.2,18.1,10.8,25.3,15.4,9.2,23.9,13.0,13.6,18.3,10.5,12.9,17.8,12.7,9.8,11.2,11.4,18.3,23.6,10.4,6.2,12.7,9.6,9.3,9.0,7.5,4.6,6.5,26.6,5.6,4.0,2.6,9.0,14.1,15.7,8.5,3.5,7.0,9.9,5.4,5.3,6.1,11.8,6.4,4.4,6.8,10.3,9.6,8.6,,Food and non-acoholic beverage
LTU,946,Lithuania,Inflation,Food Consumer Price Inflation,,,,,,,,,,,,1.7,4.6,0.8,-0.1,2.3,7.7,5.9,-0.8,0.1,0.1,217.6,1086.5,421.4,59.6,40.2,27.7,6.1,-0.1,-4.0,-2.4,3.5,-0.7,-3.7,2.2,3.9,6.1,11.3,15.9,1.6,-0.5,8.3,3.0,1.7,0.8,-0.9,1.2,3.6,1.4,2.9,2.3,2.8,26.3,,Food and non-acoholic beverage
LUX,137,Luxembourg,Inflation,Food Consumer Price Inflation,5.1,3.5,6.7,7.1,9.0,11.3,12.1,4.0,1.5,2.6,3.6,8.4,10.6,7.9,7.3,3.6,2.9,-1.3,1.1,3.3,3.2,3.1,0.7,-0.3,1.8,2.4,0.8,1.1,2.7,1.2,2.0,4.8,3.9,1.9,1.8,1.6,2.4,3.4,5.4,1.4,0.9,2.6,2.6,3.6,0.6,0.8,1.5,2.8,2.2,1.4,2.7,0.9,7.0,,Food and non-acoholic beverage
LVA,941,Latvia,Inflation,Food Consumer Price Inflation,,,,,,,,,,,,,,,,,,,,,,178.8,774.0,90.5,33.3,16.1,12.4,2.5,1.3,-1.1,0.6,4.9,3.4,2.6,7.4,9.2,8.2,13.5,18.3,-0.1,-0.3,8.4,2.3,1.3,-0.3,-1.3,1.1,5.6,0.6,2.9,2.4,2.2,21.6,,Food and non-acoholic beverage
MAR,686,Morocco,Inflation,Food Consumer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4,1.2,1.4,2.4,2.2,-1.2,2.6,2.8,0.0,0.9,-1.4,0.9,0.6,10.4,,Food and non-acoholic beverage
MDA,921,Moldova,Inflation,Food Consumer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,1337.0,1318.4,453.0,29.6,19.5,7.0,4.0,32.7,36.4,10.7,4.3,13.6,12.7,10.6,9.1,10.9,15.4,-5.6,6.3,8.9,8.9,-0.2,-0.2,0.7,-0.9,0.5,5.5,7.6,7.4,7.1,29.9,,Food 
MDG,674,Madagascar,Inflation,Food Consumer Price Inflation,5.5,7.1,6.7,6.7,15.6,13.7,8.9,9.4,7.3,11.1,15.2,26.7,39.3,28.9,7.5,4.6,12.6,21.1,21.7,10.5,13.8,7.9,10.9,14.2,29.2,44.1,24.7,10.2,16.9,8.7,11.3,1.9,15.0,-3.7,19.3,26.4,6.2,11.8,10.4,8.3,6.4,13.5,5.2,5.0,5.4,6.5,6.4,9.3,10.9,4.8,3.8,7.4,9.6,,Food and non-acoholic beverage
MDV,556,Maldives,Inflation,Food Consumer Price Inflation,,,,,,,,,,,,,,,,,,,1.9,2.7,6.6,12.7,14.5,17.9,3.9,12.0,9.3,19.5,-4.7,4.2,-4.8,2.1,3.6,-6.1,16.0,2.1,4.0,16.2,19.1,0.5,7.5,19.9,17.6,7.2,0.7,0.5,0.6,6.1,-1.1,-0.8,2.7,1.8,-0.8,,Food and non-acoholic beverage
MEX,273,Mexico,Inflation,Food Consumer Price Inflation,5.4,4.4,4.1,15.6,30.9,12.4,12.2,28.9,16.5,18.6,25.2,25.8,53.4,89.4,75.5,59.8,84.8,130.9,110.4,21.6,25.9,19.3,10.7,5.5,4.7,39.6,42.3,19.1,16.0,15.7,5.4,5.1,3.8,5.5,7.2,5.4,3.7,6.6,8.1,8.8,3.3,4.4,8.1,5.2,4.7,4.0,4.5,7.0,4.8,4.4,6.6,7.2,13.3,,Food and non-acoholic beverage
MKD,962,"Macedonia, FYR",Inflation,Food Consumer Price Inflation,,,,,,,,,,,,,46.6,46.7,40.0,70.4,94.2,105.8,195.2,1264.9,541.6,104.5,1590.6,346.4,123.0,8.6,-0.1,4.2,-0.2,-1.6,-0.4,6.9,1.8,-1.8,-2.9,-1.2,2.1,3.7,14.9,-1.2,0.1,6.2,2.3,3.4,-1.0,0.1,-1.3,0.3,0.8,1.6,2.4,3.1,19.0,,Food and non-acoholic beverage
MLI,678,Mali,Inflation,Food Consumer Price Inflation,1.4,20.7,7.7,29.2,2.1,5.9,8.1,25.0,33.2,-4.1,22.1,12.2,2.3,9.8,12.6,7.7,-4.2,-14.1,8.6,6.3,3.9,3.9,-9.9,-0.9,26.6,14.7,9.0,-1.6,-3.7,-3.7,-4.5,8.0,7.2,-4.1,-7.0,11.3,-0.4,1.8,13.0,3.1,5.1,5.1,8.0,-3.3,-0.2,3.0,-3.3,2.5,2.2,-5.4,2.5,5.2,14.2,,Food and non-acoholic beverage
MLT,181,Malta,Inflation,Food Consumer Price Inflation,3.0,0.7,4.3,13.9,7.5,7.3,-1.0,19.0,7.6,5.1,21.1,13.0,7.5,-2.0,-1.1,-1.1,2.4,0.7,0.1,-0.6,4.2,1.5,0.2,5.2,3.6,3.3,3.7,1.4,2.0,0.8,1.6,6.0,1.3,1.7,0.2,1.8,2.0,4.4,8.0,6.4,1.0,3.8,4.7,4.8,0.5,3.0,2.2,3.5,2.9,3.6,2.1,2.4,9.6,,Food 
MMR,518,Myanmar,Inflation,Food Consumer Price Inflation,-7.3,2.4,12.1,30.7,24.9,35.7,17.8,-3.0,-7.4,8.6,1.7,-4.3,3.4,9.3,1.8,9.5,6.3,26.7,20.7,28.4,19.2,37.5,22.5,38.9,20.2,25.9,18.9,30.3,24.8,22.0,-2.5,19.5,68.3,36.3,1.1,9.3,20.6,35.1,29.2,12.3,7.2,3.9,4.8,6.9,5.4,13.1,9.2,4.4,6.6,9.0,3.0,5.6,14.9,,Food and non-acoholic beverage
MNE,943,Montenegro,Inflation,Food Consumer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,4.1,4.2,3.9,-1.4,2.9,-0.8,1.7,0.4,3.1,1.6,3.5,21.0,,Food and non-acoholic beverage
MNG,948,Mongolia,Inflation,Food Consumer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,13.1,43.7,1.6,12.2,7.7,21.7,8.5,11.0,1.9,-2.9,4.2,6.9,10.7,6.6,13.8,18.4,,Food and non-acoholic beverage
MOZ,688,Mozambique,Inflation,Food Consumer Price Inflation,5.6,13.6,14.0,-1.8,22.0,11.7,8.3,,,,,1.0,21.8,26.0,25.2,49.5,12.4,,,,,,,,,50.8,45.0,5.9,-2.6,-6.3,7.5,10.6,19.6,12.5,10.8,5.4,17.0,10.3,18.9,7.0,15.3,13.2,3.1,5.4,3.8,5.2,27.2,16.4,0.0,3.3,7.6,10.9,12.1,,Food and non-acoholic beverage
MRT,682,Mauritania,Inflation,Food Consumer Price Inflation,6.5,9.6,8.8,11.0,16.1,,19.5,7.4,9.3,11.0,12.2,,,8.0,9.6,,,,,,,2.7,7.5,9.6,3.5,8.0,7.5,4.2,8.8,3.6,3.9,6.5,4.4,6.0,6.0,13.7,5.4,10.5,9.6,2.6,7.6,6.4,4.3,4.4,5.1,5.6,2.3,3.1,4.2,2.7,2.2,5.8,14.3,,Food and non-acoholic beverage
MUS,684,Mauritius,Inflation,Food Consumer Price Inflation,1.4,0.1,6.2,15.6,32.5,16.0,16.0,8.6,6.6,14.3,51.2,14.5,9.5,7.2,9.0,7.2,2.2,2.5,11.7,13.9,10.8,4.2,0.4,13.8,9.3,6.0,5.3,5.3,8.0,6.4,1.3,4.0,2.8,2.8,6.0,5.8,10.0,15.6,15.8,4.1,3.7,5.9,2.2,3.4,4.6,3.2,1.1,3.7,5.8,0.7,6.2,4.3,14.0,,Food and non-acoholic beverage
MWI,676,Malawi,Inflation,Food Consumer Price Inflation,16.1,11.2,4.2,6.8,16.5,19.1,2.3,1.7,6.3,13.9,24.7,9.8,4.4,15.4,15.7,9.1,15.7,26.8,32.0,15.8,12.8,13.1,28.4,26.4,38.3,92.9,45.3,8.2,27.7,43.0,19.7,17.6,16.2,5.3,7.5,17.3,15.6,7.4,7.0,7.3,5.0,3.1,19.5,25.7,21.2,23.9,24.8,13.6,12.7,15.3,17.3,,22.8,,Food and non-acoholic beverage
MYS,548,Malaysia,Inflation,Food Consumer Price Inflation,2.1,1.5,3.2,15.9,26.1,3.8,2.0,5.5,5.0,2.6,4.6,11.5,7.6,0.8,3.5,-2.4,0.2,-0.5,3.7,3.7,4.3,4.9,6.4,2.4,5.3,4.9,5.7,4.1,8.9,4.6,1.9,0.7,0.7,1.3,2.1,3.7,3.4,3.0,8.8,4.1,2.4,4.8,2.7,3.6,3.3,3.6,3.8,4.0,1.6,1.6,1.3,1.8,5.4,,Food and non-acoholic beverage
NAM,728,Namibia,Inflation,Food Consumer Price Inflation,,,,,,,,,,,,,,,9.7,5.9,13.9,17.1,14.6,17.5,17.3,5.9,19.7,6.5,13.2,11.6,6.7,7.7,2.7,5.6,6.9,11.5,19.5,9.1,1.0,1.3,6.5,11.9,16.8,10.5,3.2,4.9,9.0,6.5,8.3,5.6,10.8,5.6,3.2,4.3,5.2,5.7,7.0,,Food and non-acoholic beverage
NCL,687,New Caledonia,Inflation,Food Consumer Price Inflation,4.3,4.6,3.8,4.3,9.7,13.8,15.4,12.0,12.3,16.2,10.9,10.1,12.0,4.4,7.1,12.4,3.9,-4.1,-10.2,1.6,6.6,9.5,-0.2,1.1,44.1,9.1,12.2,5.6,5.6,-5.3,3.1,7.1,4.5,-4.7,-1.5,14.9,-1.8,-0.5,20.4,11.2,0.3,3.4,3.2,4.4,-1.3,0.5,-1.2,0.8,-0.6,-4.6,-0.2,7.5,4.0,,Food and non-acoholic beverage
NER,692,Niger,Inflation,Food Consumer Price Inflation,4.3,4.6,3.8,4.3,9.7,13.8,15.4,12.0,12.3,16.2,10.9,10.1,12.0,4.4,7.1,12.4,3.9,-4.1,-10.2,1.6,6.6,9.5,-0.2,1.1,44.1,9.1,12.2,5.6,5.6,-5.3,3.1,7.1,4.5,-4.7,-1.5,14.9,-1.8,-0.5,20.4,11.2,0.3,3.4,3.2,4.4,-1.3,0.5,-1.2,0.8,-0.6,-4.6,-0.2,7.5,8.4,,Food and non-acoholic beverage
NGA,694,Nigeria,Inflation,Food Consumer Price Inflation,23.6,26.2,1.5,-2.3,19.9,42.9,22.7,18.6,17.5,8.4,7.1,26.1,8.9,23.2,42.9,3.9,0.1,17.8,54.1,52.6,3.7,11.9,46.5,57.9,46.8,72.1,30.1,11.5,3.6,1.1,2.8,28.6,13.9,6.4,14.5,22.8,5.6,2.1,15.9,14.7,14.9,10.2,11.2,9.5,9.4,9.9,14.8,19.4,14.3,13.7,16.1,20.3,19.5,,Food and non-acoholic beverage
NIC,278,Nicaragua,Inflation,Food Consumer Price Inflation,,,,,13.1,7.7,1.1,14.8,3.6,63.3,49.1,29.0,29.1,41.4,41.6,246.8,887.0,990.7,,3947.9,7296.6,2751.2,22.9,11.5,7.8,12.0,11.4,9.1,14.3,5.4,5.0,8.6,3.2,4.3,10.7,11.5,9.1,17.2,29.4,2.4,4.5,9.1,8.6,9.4,7.9,4.7,1.5,0.6,4.2,4.6,5.1,6.4,14.7,,Food and non-acoholic beverage
NLD,138,Netherlands,Inflation,Food Consumer Price Inflation,8.0,4.7,6.6,7.9,7.1,8.1,9.7,5.6,0.4,2.2,4.4,5.7,5.7,0.2,3.2,0.3,-1.2,-2.0,0.2,1.1,2.2,3.4,1.8,-0.3,1.9,0.4,-0.1,1.6,2.3,1.3,0.1,7.0,3.3,1.1,-3.5,-1.3,1.6,1.0,5.6,1.1,-0.1,2.2,2.0,2.4,-0.1,0.6,0.9,2.7,0.8,4.0,1.9,-0.2,10.7,,Food and non-acoholic beverage
NOR,142,Norway,Inflation,Food Consumer Price Inflation,13.1,6.0,7.0,7.0,8.2,15.3,10.1,8.5,5.8,4.1,8.7,16.7,13.9,7.9,6.9,6.4,9.2,7.6,6.4,2.8,3.4,1.8,1.6,-1.0,1.4,1.6,1.6,3.4,4.8,2.9,1.9,-1.9,-1.7,3.4,1.8,1.6,1.4,2.7,4.2,4.2,0.2,-0.1,1.2,1.1,3.1,2.9,2.6,0.0,2.5,1.1,3.3,-2.0,6.5,,Food and non-acoholic beverage
NPL,558,Nepal,Inflation,Food Consumer Price Inflation,-4.0,-4.0,9.9,11.7,18.1,4.9,-7.8,12.3,8.4,1.6,17.0,10.7,12.9,13.6,0.3,6.8,22.7,12.4,8.1,10.4,7.1,19.6,16.1,6.0,8.2,7.7,10.3,5.2,15.4,7.7,-2.7,1.3,3.0,5.4,2.5,6.6,7.3,8.1,13.8,17.2,,,,,,,,2.6,2.8,5.6,7.2,4.1,6.5,,Food and non-acoholic beverage
NZL,196,New Zealand,Inflation,Food Consumer Price Inflation,9.1,9.1,4.8,11.2,11.5,10.6,18.6,17.0,10.7,17.3,20.5,16.8,12.4,4.0,5.2,14.4,10.2,11.9,5.8,9.1,7.4,0.3,-0.1,1.2,-0.7,1.1,1.3,2.2,3.5,0.9,1.1,6.7,2.9,-0.4,0.4,1.2,3.0,4.0,8.4,6.0,1.0,5.2,-0.7,0.4,0.3,-0.1,-0.6,2.2,-0.2,1.1,3.2,1.8,8.7,,Food and non-acoholic beverage
OMN,449,Oman,Inflation,Food Consumer Price Inflation,,,,,,,,,,,,,,,,,8.3,0.7,1.6,1.4,-0.4,3.1,-0.7,-1.6,-1.0,1.7,2.7,0.5,-0.3,-0.2,-1.3,-0.6,0.1,1.1,1.3,4.5,6.3,11.0,22.7,0.0,1.8,4.6,2.2,2.8,1.7,-0.8,-1.2,0.6,-0.7,1.2,1.2,0.8,5.1,,Food and non-acoholic beverage
PAK,564,Pakistan,Inflation,Food Consumer Price Inflation,7.4,5.2,12.0,30.0,26.9,21.6,5.9,12.0,5.7,5.8,6.9,12.6,1.1,5.8,6.6,4.8,2.6,6.0,11.7,8.7,8.6,10.6,10.8,10.5,14.2,14.4,9.3,12.0,5.7,3.9,3.2,1.8,2.5,2.5,10.7,9.9,8.5,10.8,27.6,13.3,17.0,14.6,8.5,8.2,5.8,0.6,2.5,3.3,2.2,11.6,15.4,10.5,21.6,,Food and non-acoholic beverage
PAN,283,Panama,Inflation,Food Consumer Price Inflation,3.0,2.5,4.5,9.8,22.8,6.8,1.4,3.0,6.2,10.2,12.6,9.0,6.0,2.3,1.5,0.3,0.4,2.6,1.1,-0.4,1.3,2.4,3.5,0.3,1.5,0.5,0.7,0.7,0.4,-0.1,0.7,-0.4,-0.6,1.2,1.3,4.2,1.3,6.7,14.9,5.8,2.9,5.9,8.1,5.8,3.0,-1.7,1.5,-0.5,-0.6,0.5,-0.8,1.6,3.7,,Food and non-acoholic beverage
PER,293,Peru,Inflation,Food Consumer Price Inflation,5.8,7.2,7.7,9.8,18.7,32.9,32.0,40.6,59.4,74.2,58.8,76.4,52.9,125.7,106.3,149.9,85.1,65.6,545.2,2765.0,7002.2,346.8,71.4,49.3,18.2,9.4,12.2,7.1,8.3,-0.3,0.8,0.5,-0.3,0.8,5.6,0.9,2.4,2.5,9.2,4.2,3.7,3.8,4.2,3.2,3.8,4.6,4.1,0.3,-0.4,1.7,1.9,4.7,,,Food and non-acoholic beverage
PHL,566,Philippines,Inflation,Food Consumer Price Inflation,33.4,33.4,18.0,15.9,32.7,5.4,10.3,9.7,6.2,14.9,14.9,17.9,6.8,4.6,50.8,23.4,-1.6,3.8,10.0,13.2,11.6,15.5,7.0,5.7,7.9,7.9,10.5,2.9,8.2,4.5,3.1,3.6,2.0,1.0,6.0,6.3,5.2,3.7,12.9,6.3,4.0,5.5,2.6,2.5,5.8,1.9,1.6,3.1,6.9,2.1,2.7,4.6,5.0,,Food and non-acoholic beverage
PNG,853,Papua New Guinea,Inflation,Food Consumer Price Inflation,1.4,4.1,6.8,9.9,32.8,7.2,5.4,3.6,4.4,5.2,14.3,8.7,4.9,5.0,7.2,3.9,2.5,2.4,3.9,3.9,9.6,7.8,3.3,2.4,1.9,18.0,13.8,6.4,13.4,17.0,13.6,9.6,17.1,13.3,0.5,3.5,5.3,0.6,16.6,7.2,5.4,-0.5,-1.1,-1.7,4.9,4.9,5.1,2.8,0.8,3.0,2.2,4.4,6.9,,Food and non-acoholic beverage
POL,964,Poland,Inflation,Food Consumer Price Inflation,2.2,1.9,-0.1,1.0,10.0,0.9,3.4,5.1,10.3,8.1,10.7,30.1,126.3,20.3,13.4,11.8,15.0,23.2,54.5,300.8,533.3,51.0,36.8,32.5,32.6,27.2,17.7,12.4,7.0,1.7,9.7,4.6,-0.7,-1.2,6.2,2.2,0.6,4.5,5.7,4.6,2.8,5.1,4.1,1.9,-0.9,-1.6,0.9,4.3,2.6,4.8,4.7,3.2,15.4,,Food and non-acoholic beverage
